iter,version,params,episodes,mean_rewards,total_run_time,epsilon
271,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.1, 'version': 'v1'}",10000,173.55,11.955974340438843,9.381755897326649e-14
272,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.001, 'version': 'v0'}",1000,15.74,0.3553025722503662,0.0
273,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.001, 'version': 'v1'}",1000,35.44,0.5289161205291748,0.0
274,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.01, 'version': 'v0'}",1000,33.37,0.5110688209533691,0.0
275,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.01, 'version': 'v1'}",1000,56.21,0.6099982261657715,0.0
276,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.05, 'version': 'v0'}",1000,28.96,0.42375731468200684,0.0
277,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.05, 'version': 'v1'}",1000,22.0,0.4051384925842285,0.0
278,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.1, 'version': 'v0'}",1000,42.77,0.5723516941070557,0.0
279,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.1, 'version': 'v1'}",1000,43.61,0.6009459495544434,0.0
280,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.01, 'learning_rate_a': 0.001, 'version': 'v0'}",100,19.89,0.1006162166595459,0.0
281,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.01, 'learning_rate_a': 0.001, 'version': 'v1'}",100,21.18,0.09894251823425293,0.0
282,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.01, 'learning_rate_a': 0.01, 'version': 'v0'}",100,28.44,0.10510873794555664,0.0
283,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.01, 'learning_rate_a': 0.01, 'version': 'v1'}",100,20.13,0.09341287612915039,0.0
284,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.01, 'learning_rate_a': 0.05, 'version': 'v0'}",100,42.86,0.1256852149963379,0.0
285,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.01, 'learning_rate_a': 0.05, 'version': 'v1'}",100,26.49,0.10731720924377441,0.0
286,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.01, 'learning_rate_a': 0.1, 'version': 'v0'}",100,29.19,0.10926485061645508,0.0
287,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 10, 'epsilon_decay_rate': 0.01, 'learning_rate_a': 0.1, 'version': 'v1'}",100,20.14,0.0943458080291748,0.0
288,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.001, 'version': 'v0'}",100000,49.38,49.16517376899719,1.916246048422115e-12
289,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.001, 'version': 'v1'}",100000,47.26,44.90270376205444,1.916246048422115e-12
290,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.01, 'version': 'v0'}",70212,195.37,62.32512712478638,0.2978900000020734
291,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.01, 'version': 'v1'}",90620,476.26,125.06105709075928,0.09381000000191257
292,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.05, 'version': 'v0'}",62020,195.79,57.76304650306702,0.3798100000021553
293,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.05, 'version': 'v1'}",92078,479.81,164.12288236618042,0.07923000000191822
294,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.1, 'version': 'v0'}",61137,195.68,57.52358269691467,0.38864000000216414
295,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.1, 'version': 'v1'}",100000,406.92,207.02590155601501,1.916246048422115e-12
296,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.001, 'version': 'v0'}",10000,123.66,6.92931866645813,9.381755897326649e-14
297,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.001, 'version': 'v1'}",10000,46.35,4.5506205558776855,9.381755897326649e-14
298,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.01, 'version': 'v0'}",10000,62.66,5.115144491195679,9.381755897326649e-14
