iter,version,params,episodes,mean_rewards,total_run_time,epsilon
614,v0,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.1, 'version': 'v0'}",61763,195.81,57.0840482711792,0.3823800000021579
615,v1,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 1e-05, 'learning_rate_a': 0.1, 'version': 'v1'}",79118,478.57,118.16053676605225,0.20883000000198432
616,v0,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.001, 'version': 'v0'}",10000,26.8,3.57198166847229,9.381755897326649e-14
617,v1,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.001, 'version': 'v1'}",10000,30.27,4.22778582572937,9.381755897326649e-14
618,v0,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.01, 'version': 'v0'}",10000,87.95,5.996992588043213,9.381755897326649e-14
619,v1,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.01, 'version': 'v1'}",10000,38.8,4.629208564758301,9.381755897326649e-14
620,v0,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.05, 'version': 'v0'}",8101,195.66,8.322915315628052,0.1900000000000892
621,v1,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.05, 'version': 'v1'}",8135,475.49,10.267686605453491,0.18660000000008958
622,v0,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.1, 'version': 'v0'}",7942,195.65,9.25643277168274,0.20590000000008746
623,v1,"{'discount_factor_g': 0.99, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.1, 'version': 'v1'}",9783,495.76,17.042298555374146,0.02180000000009374
